x0,x1,x2,x3,x4,y
0.9262835173779413,0.9927583002518211,0.9419816318674248,0.608145702379198,0.6276424167182885,4.693174031267656
0.9245094502736694,0.17761337981293146,0.3460260806173292,0.3635377946353163,0.32337373879639564,2.5866828278975147
0.1721810973878699,0.2652566749529409,0.30040009388019373,0.7032078405347946,0.34658782114446995,1.8127447485816672
0.5514140070204,0.044301482298686135,0.8081456371926072,0.6550881732302891,0.7303061863976206,4.358623840598476
0.6349236119803532,0.9884793297707426,0.654843721779764,0.7586798252794881,0.2327775101796855,2.6429435860789376
0.9602052736040355,0.5511795218342203,0.852696618995364,0.3667299058689978,0.0955166471999026,2.9521484531944715
0.0798903093965031,0.07518111612800249,0.7249153072754299,0.7457468687337719,0.5968404225693895,3.3202421916555314
0.05265887978233974,0.05885008209750198,0.1549577134138107,0.5067960318558151,0.497126690298598,1.8539543775057552
0.41232231131878194,0.6443192082656733,0.7615796180153367,0.23783844790932784,0.9658487680250711,4.833027851424669
0.5071927578134069,0.22356921169805466,0.07930029476586464,0.6112944060953304,0.8976406138196729,3.3587151888041546
0.540337279671792,0.7049755282466778,0.3128266014791582,0.48319291123991526,0.35232986964891866,2.222980091576864
0.05980622449460771,0.29912887371577956,0.05224400821112418,0.011975520838546805,0.9298897318543138,2.9539634364797975
0.7144597988074748,0.8083633425458716,0.04101263973113589,0.7139328446056936,0.7033798765905305,2.9066247080413383
0.19763528058349256,0.2030147394481827,0.1623629468048048,0.7427077487199691,0.3226787768155138,1.4903975046396436
0.021773701789562394,0.4087365937868006,0.9525195969926149,0.7199990675836044,0.6970757631539485,4.018040185236638
0.9110947249598632,0.6940660271378916,0.2500198532168505,0.27583586878194444,0.5154818970194389,2.9575801224518807
0.5209187179449153,0.8667229488778414,0.18073102048144662,0.07780884739001781,0.1310102929180781,1.2754116376620428
0.9544456540017386,0.20698545792484757,0.5767488817454216,0.32434619736229287,0.9237789937506953,4.879280398744667
0.07570039588318911,0.6825125156669656,0.6743686955147883,0.5466432893117408,0.004297192036910591,1.4373293630234976
0.5466069667333995,0.8105606928360732,0.09336775211849369,0.596652789778324,0.2138746676332991,1.374966473870284
0.5198844708820978,0.8307268571804671,0.6846593635977131,0.2213305921198757,0.425745048637194,3.166438343989106
0.5414043280830266,0.404405549606876,0.9262136116394668,0.738633722052079,0.13777411930331518,2.807153909271906
0.5614108414072526,0.4116947176665897,0.12692805085392167,0.3230321042332738,0.6103026552275972,2.6461749087978874
0.7672282142415199,0.6580836065854214,0.8940730957200904,0.0680453197793578,0.8523804971023877,5.112515896988864
0.054458212687686136,0.6267794237025245,0.0794086837109722,0.39628695819736615,0.03474369826134427,0.31750667489366335
0.11940208317193401,0.5996486647635482,0.3941088257801345,0.012713291991846343,0.5173428675752098,2.4596483374578324
0.6755102546330264,0.876009684657782,0.07758155363982766,0.8428969806372115,0.3761012164656171,1.9589770113095328
0.5552673105493632,0.46476630829558085,0.7492637871005992,0.31943260257983386,0.5494808087976092,3.702237311143389
0.2576441889498665,0.4996039404065402,0.41641000095545233,0.21042034091522788,0.08060165140236764,1.3322691450678739
0.9163103653805921,0.5513859949964128,0.5944913791286712,0.27348104790311867,0.3940850453711092,3.2875482597512624
0.46142407499350424,0.868636388624833,0.7114260954361843,0.1880714726945839,0.3705217147095604,2.995841409994554
0.4129810298490706,0.06697174662146932,0.685423480199693,0.17157441523355932,0.22519479068880144,2.459412362314861
0.47250951601468905,0.5712845061077552,0.6624869894818508,0.8131172685472893,0.09906690807602458,2.0946842192064645
0.10829379024798547,0.4509520922480136,0.2984988722222547,0.5286046625300846,0.15356645824167403,1.165990909417517
0.6695394510434517,0.7116153907740909,0.2243674615767952,0.3311539180356493,0.585325486483426,2.87425083364732
0.30099775477737045,0.13252901281808194,0.8233762507128497,0.6112340417354736,0.19274058176283027,2.525972001491561
0.30066467231154426,0.3289498298500211,0.5847244117439692,0.6006940096963772,0.5736168214982237,3.1909639602941535
0.7705036425675276,0.5112804670759533,0.5452867319661073,0.1418264329563288,0.8549943654387105,4.426060202815874
0.6559717921464665,0.23739320680768605,0.4836493162335186,0.08409003834920747,0.38380161499931287,2.7746752696114423
0.822222641344491,0.11412739581106024,0.9543557250800699,0.9045746639251817,0.207808402465526,3.354359298901209
0.31062905255170803,0.14011180088832942,0.18306027796854707,0.7134388951965169,0.8961741627062366,3.365272096607512
